smiles,pchembl,activity_uM,bin_activity,norm_activity
C#Cc1cccc(NC(=O)c2cc(NC(=O)CCCCCCC(=O)NO)ccc2O)c1,5.65,2.2387211385683377,0,0.1821135104146761
C#Cc1cccc(NC(=O)c2cc(OCCCCCCC(=O)NO)ccc2O)c1,6.05,0.8912509381337459,0,0.25052551117905597
C#Cc1cccc(NC(=O)c2cccc(NC(=O)CCCCCC(=O)NO)c2)c1,5.21,6.165950018614822,0,0.10452895088859163
C#Cc1cccc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)c1,7.21,0.06165950018614822,1,0.5047773743550544
C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,6.07,0.8511380382023759,0,0.25616281291802023
C#Cc1cccc(Nc2cccc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,8.62,0.0023988329190194947,1,0.8580164341677814
C#Cc1cccc(Nc2ccnc3cc(OC)c(OC)cc23)c1,8.4,0.003981071705534969,1,0.8015478692910376
C#Cc1cccc(Nc2ccnc3cc(OCCOC)c(OCCOC)cc23)c1,7.85,0.014125375446227554,1,0.6683546722721192
C#Cc1cccc(Nc2nc(C)nc3oc(C)cc23)c1,7.52,0.030199517204020195,1,0.5845595260844639
C#Cc1cccc(Nc2nc(N)nc3[nH]c(CCc4ccccn4)cc23)c1,4.7,19.952623149688787,0,0.04318746416969234
C#Cc1cccc(Nc2nc(N)nc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1,4.26,54.954087385762485,0,0.015478692910376457
C#Cc1cccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C(C)C)c1,8.52,0.003019951720402019,1,0.8293521880374546
C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,7.75,0.01778279410038923,1,0.6452321803936556
C#Cc1cccc(Nc2ncnc3c2NCc2cc(OC)c(OC)cc2O3)c1,6.05,0.8912509381337459,0,0.2506210586661571
C#Cc1cccc(Nc2ncnc3cc(OC(C)C)c4c(c23)OCCO4)c1,7.62,0.023988329190194897,1,0.6137015096502962
C#Cc1cccc(Nc2ncnc3cc(OC(C)COC)c4c(c23)OCCO4)c1,7.12,0.07585775750291836,1,0.48356583221861266
C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)/C=C/CN(C)C4CC4)cc23)c1,8.48,0.003311311214825908,1,0.8235237913242882
C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)/C=C/CN4CCCCC4)cc23)c1,8.57,0.002691534803926914,1,0.8524746799159182
C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)/C=C/CNC4CC4)cc23)c1,8.1,0.007943282347242822,1,0.7296006115039174
